,basDt,crno,bizYear,fnclDcd,fnclDcdNm,acitId,acitNm,thqrAcitAmt,crtmAcitAmt,lsqtAcitAmt,pvtrAcitAmt,bpvtrAcitAmt,curCd
0,20151231,1301110006246,2015,FS_ifrs_ConsolidatedMember,연결재무제표  [member],ifrs_Assets,자산총계,0,242179521000000,0,230422958000000,214075018000000,KRW
1,20151231,1301110006246,2015,FS_ifrs_ConsolidatedMember,연결재무제표  [member],ifrs_CurrentAssets,유동자산,0,124814725000000,0,115146026000000,110760271000000,KRW
2,20151231,1301110006246,2015,FS_ifrs_ConsolidatedMember,연결재무제표  [member],ifrs_CurrentLiabilities,유동부채,0,50502909000000,0,52013913000000,51315409000000,KRW
3,20151231,1301110006246,2015,FS_ifrs_ConsolidatedMember,연결재무제표  [member],ifrs_Equity,자본총계,0,179059805000000,0,168088188000000,150016010000000,KRW
4,20151231,1301110006246,2015,FS_ifrs_ConsolidatedMember,연결재무제표  [member],ifrs_Liabilities,부채총계,0,63119716000000,0,62334770000000,64059008000000,KRW
5,20151231,1301110006246,2015,FS_ifrs_ConsolidatedMember,연결재무제표  [member],ifrs_NoncurrentAssets,비유동자산,0,117364796000000,0,115276932000000,103314747000000,KRW
6,20151231,1301110006246,2015,FS_ifrs_ConsolidatedMember,연결재무제표  [member],ifrs_NoncurrentLiabilities,비유동부채,0,12616807000000,0,10320857000000,12743599000000,KRW
7,20151231,1301110006246,2015,FS_ifrs_ConsolidatedMember,연결재무제표  [member],ifrs_RetainedEarnings,이익잉여금(결손금),0,185132014000000,0,169529604000000,148600282000000,KRW
8,20151231,1301110006246,2015,FS_ifrs_SeparateMember,별도재무제표 [member],ifrs_Assets,자산총계,0,168969630000000,0,164060583000000,154825957000000,KRW
9,20151231,1301110006246,2015,FS_ifrs_SeparateMember,별도재무제표 [member],ifrs_CurrentAssets,유동자산,0,67002055000000,0,62054773000000,60603694000000,KRW
